Strain,Mutations,Number/ID,Levo Conc.,Date Recorded,Time,Well Number,Well Reading
BW25113,"d_acrAB, d_mdtK",JOE7052,1.25 ng/mL,29-Nov,3:29,G9,0.191
BW25113,wt,JOE6970,0 ng/mL,29-Nov,3:29,H4,0.218
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,29-Nov,3:29,H5,0.205
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,29-Nov,3:29,H6,0.192
BW25113,d_acrAB,JOE6975,0 ng/mL,29-Nov,3:29,H7,0.206
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,29-Nov,3:29,H8,0.209
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,29-Nov,3:29,H9,0.182
BW25113,wt,JOE6970,0 ng/mL,17-Nov,3:29,H4,0.229
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,17-Nov,3:29,H5,0.209
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,17-Nov,3:29,H6,0.24
BW25113,d_acrAB,JOE6975,0 ng/mL,17-Nov,3:29,H7,0.213
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,17-Nov,3:29,H8,0.207
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,17-Nov,3:29,H9,0.198
BW25113,wt,JOE6970,0 ng/mL,22-Nov,3:29,H4,0.2
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,22-Nov,3:29,H5,0.171
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,22-Nov,3:29,H6,0.192
BW25113,d_acrAB,JOE6975,0 ng/mL,22-Nov,3:29,H7,0.199
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,22-Nov,3:29,H8,0.191
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,22-Nov,3:29,H9,0.189
BW25113,wt,JOE6970,80 ng/mL,8-Nov,3:59,D4,0.136
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,8-Nov,3:59,D5,0.121
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,8-Nov,3:59,D6,0.102
BW25113,d_acrAB,JOE6975,80 ng/mL,8-Nov,3:59,D7,0.109
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,8-Nov,3:59,D8,0.102
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,8-Nov,3:59,D9,0.103
BW25113,wt,JOE6970,40 ng/mL,8-Nov,3:59,E4,0.163
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,8-Nov,3:59,E5,0.141
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,8-Nov,3:59,E6,0.11
BW25113,d_acrAB,JOE6975,40 ng/mL,8-Nov,3:59,E7,0.113
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,8-Nov,3:59,E8,0.106
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,8-Nov,3:59,E9,0.108
BW25113,wt,JOE6970,20 ng/mL,8-Nov,3:59,F4,0.231
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,8-Nov,3:59,F5,0.19
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,8-Nov,3:59,F6,0.114
BW25113,d_acrAB,JOE6975,20 ng/mL,8-Nov,3:59,F7,0.136
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,8-Nov,3:59,F8,0.112
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,8-Nov,3:59,F9,0.118
BW25113,wt,JOE6970,10 ng/mL,8-Nov,3:59,G4,0.273
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,8-Nov,3:59,G5,0.228
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,8-Nov,3:59,G6,0.141
BW25113,d_acrAB,JOE6975,10 ng/mL,8-Nov,3:59,G7,0.164
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,8-Nov,3:59,G8,0.131
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,8-Nov,3:59,G9,0.147
BW25113,wt,JOE6970,0 ng/mL,8-Nov,3:59,H4,0.266
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,8-Nov,3:59,H5,0.233
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,8-Nov,3:59,H6,0.257
BW25113,d_acrAB,JOE6975,0 ng/mL,8-Nov,3:59,H7,0.269
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,8-Nov,3:59,H8,0.251
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,8-Nov,3:59,H9,0.245
BW25113,wt,JOE6970,80 ng/mL,10-Nov,3:59,C4,0.144
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,10-Nov,3:59,C5,0.129
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,10-Nov,3:59,C6,0.112
BW25113,d_acrAB,JOE6975,80 ng/mL,10-Nov,3:59,C7,0.111
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,10-Nov,3:59,C8,0.106
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,10-Nov,3:59,C9,0.106
BW25113,wt,JOE6970,40 ng/mL,10-Nov,3:59,D4,0.179
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,10-Nov,3:59,D5,0.165
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,10-Nov,3:59,D6,0.118
BW25113,d_acrAB,JOE6975,40 ng/mL,10-Nov,3:59,D7,0.119
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,10-Nov,3:59,D8,0.111
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,10-Nov,3:59,D9,0.114
BW25113,wt,JOE6970,20 ng/mL,10-Nov,3:59,E4,0.258
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,10-Nov,3:59,E5,0.224
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,10-Nov,3:59,E6,0.133
BW25113,d_acrAB,JOE6975,20 ng/mL,10-Nov,3:59,E7,0.133
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,10-Nov,3:59,E8,0.126
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,10-Nov,3:59,E9,0.124
BW25113,wt,JOE6970,10 ng/mL,10-Nov,3:59,F4,0.326
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,10-Nov,3:59,F5,0.28
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,10-Nov,3:59,F6,0.168
BW25113,d_acrAB,JOE6975,10 ng/mL,10-Nov,3:59,F7,0.172
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,10-Nov,3:59,F8,0.158
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,10-Nov,3:59,F9,0.153
BW25113,wt,JOE6970,5 ng/mL,10-Nov,3:59,G4,0.324
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,10-Nov,3:59,G5,0.286
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,10-Nov,3:59,G6,0.226
BW25113,d_acrAB,JOE6975,5 ng/mL,10-Nov,3:59,G7,0.224
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,10-Nov,3:59,G8,0.203
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,10-Nov,3:59,G9,0.196
BW25113,wt,JOE6970,0 ng/mL,10-Nov,3:59,H4,0.307
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,10-Nov,3:59,H5,0.283
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,10-Nov,3:59,H6,0.31
BW25113,d_acrAB,JOE6975,0 ng/mL,10-Nov,3:59,H7,0.462
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,10-Nov,3:59,H8,0.403
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,10-Nov,3:59,H9,0.407
BW25113,wt,JOE6970,80 ng/mL,15-Nov,3:59,A4,0.136
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,15-Nov,3:59,A5,0.121
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,15-Nov,3:59,A6,0.109
BW25113,d_acrAB,JOE6975,80 ng/mL,15-Nov,3:59,A7,0.109
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,15-Nov,3:59,A8,0.112
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,15-Nov,3:59,A9,0.107
BW25113,wt,JOE6970,40 ng/mL,15-Nov,3:59,B4,0.166
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,15-Nov,3:59,B5,0.126
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,15-Nov,3:59,B6,0.114
BW25113,d_acrAB,JOE6975,40 ng/mL,15-Nov,3:59,B7,0.114
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,15-Nov,3:59,B8,0.121
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,15-Nov,3:59,B9,0.112
BW25113,wt,JOE6970,20 ng/mL,15-Nov,3:59,C4,0.229
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,15-Nov,3:59,C5,0.191
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,15-Nov,3:59,C6,0.123
BW25113,d_acrAB,JOE6975,20 ng/mL,15-Nov,3:59,C7,0.123
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,15-Nov,3:59,C8,0.132
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,15-Nov,3:59,C9,0.122
BW25113,wt,JOE6970,10 ng/mL,15-Nov,3:59,D4,0.314
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,15-Nov,3:59,D5,0.265
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,15-Nov,3:59,D6,0.154
BW25113,d_acrAB,JOE6975,10 ng/mL,15-Nov,3:59,D7,0.153
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,15-Nov,3:59,D8,0.172
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,15-Nov,3:59,D9,0.15
BW25113,wt,JOE6970,5 ng/mL,15-Nov,3:59,E4,0.311
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,15-Nov,3:59,E5,0.286
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,15-Nov,3:59,E6,0.181
BW25113,d_acrAB,JOE6975,5 ng/mL,15-Nov,3:59,E7,0.187
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,15-Nov,3:59,E8,0.225
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,15-Nov,3:59,E9,0.192
BW25113,wt,JOE6970,2.5 ng/mL,15-Nov,3:59,F4,0.308
BW25113,d_mdtK::kan,JOE6971,2.5 ng/mL,15-Nov,3:59,F5,0.309
BW25113,d_acrAB::kan,JOE6974,2.5 ng/mL,15-Nov,3:59,F6,0.271
BW25113,d_acrAB,JOE6975,2.5 ng/mL,15-Nov,3:59,F7,0.275
BW25113,"d_acrAB, d_mdtK",JOE7051,2.5 ng/mL,15-Nov,3:59,F8,0.334
BW25113,"d_acrAB, d_mdtK",JOE7052,2.5 ng/mL,15-Nov,3:59,F9,0.277
BW25113,wt,JOE6970,1.25 ng/mL,15-Nov,3:59,G4,0.301
BW25113,d_mdtK::kan,JOE6971,1.25 ng/mL,15-Nov,3:59,G5,0.284
BW25113,d_acrAB::kan,JOE6974,1.25 ng/mL,15-Nov,3:59,G6,0.292
BW25113,d_acrAB,JOE6975,1.25 ng/mL,15-Nov,3:59,G7,0.297
BW25113,"d_acrAB, d_mdtK",JOE7051,1.25 ng/mL,15-Nov,3:59,G8,0.338
BW25113,"d_acrAB, d_mdtK",JOE7052,1.25 ng/mL,15-Nov,3:59,G9,0.297
BW25113,wt,JOE6970,0 ng/mL,15-Nov,3:59,H4,0.29
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,15-Nov,3:59,H5,0.306
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,15-Nov,3:59,H6,0.274
BW25113,d_acrAB,JOE6975,0 ng/mL,15-Nov,3:59,H7,0.278
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,15-Nov,3:59,H8,0.326
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,15-Nov,3:59,H9,0.277
BW25113,wt,JOE6970,10 ng/mL,17-Nov,3:59,A4,0.317
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,17-Nov,3:59,A5,0.236
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,17-Nov,3:59,A6,0.163
BW25113,d_acrAB,JOE6975,10 ng/mL,17-Nov,3:59,A7,0.152
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,17-Nov,3:59,A8,0.14
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,17-Nov,3:59,A9,0.14
BW25113,wt,JOE6970,5 ng/mL,17-Nov,3:59,B4,0.338
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,17-Nov,3:59,B5,0.272
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,17-Nov,3:59,B6,0.196
BW25113,d_acrAB,JOE6975,5 ng/mL,17-Nov,3:59,B7,0.185
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,17-Nov,3:59,B8,0.173
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,17-Nov,3:59,B9,0.165
BW25113,wt,JOE6970,2.5 ng/mL,17-Nov,3:59,C4,0.338
BW25113,d_mdtK::kan,JOE6971,2.5 ng/mL,17-Nov,3:59,C5,0.281
BW25113,d_acrAB::kan,JOE6974,2.5 ng/mL,17-Nov,3:59,C6,0.301
BW25113,d_acrAB,JOE6975,2.5 ng/mL,17-Nov,3:59,C7,0.268
BW25113,"d_acrAB, d_mdtK",JOE7051,2.5 ng/mL,17-Nov,3:59,C8,0.259
BW25113,"d_acrAB, d_mdtK",JOE7052,2.5 ng/mL,17-Nov,3:59,C9,0.247
BW25113,wt,JOE6970,1.25 ng/mL,17-Nov,3:59,D4,0.341
BW25113,d_mdtK::kan,JOE6971,1.25 ng/mL,17-Nov,3:59,D5,0.289
BW25113,d_acrAB::kan,JOE6974,1.25 ng/mL,17-Nov,3:59,D6,0.35
BW25113,d_acrAB,JOE6975,1.25 ng/mL,17-Nov,3:59,D7,0.305
BW25113,"d_acrAB, d_mdtK",JOE7051,1.25 ng/mL,17-Nov,3:59,D8,0.296
BW25113,"d_acrAB, d_mdtK",JOE7052,1.25 ng/mL,17-Nov,3:59,D9,0.279
BW25113,wt,JOE6970,10 ng/mL,22-Nov,3:59,A4,0.266
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,22-Nov,3:59,A5,0.204
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,22-Nov,3:59,A6,0.173
BW25113,d_acrAB,JOE6975,10 ng/mL,22-Nov,3:59,A7,0.18
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,22-Nov,3:59,A8,0.172
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,22-Nov,3:59,A9,0.171
BW25113,wt,JOE6970,5 ng/mL,22-Nov,3:59,B4,0.276
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,22-Nov,3:59,B5,0.215
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,22-Nov,3:59,B6,0.242
BW25113,d_acrAB,JOE6975,5 ng/mL,22-Nov,3:59,B7,0.252
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,22-Nov,3:59,B8,0.232
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,22-Nov,3:59,B9,0.236
BW25113,wt,JOE6970,2.5 ng/mL,22-Nov,3:59,C4,0.282
BW25113,d_mdtK::kan,JOE6971,2.5 ng/mL,22-Nov,3:59,C5,0.218
BW25113,d_acrAB::kan,JOE6974,2.5 ng/mL,22-Nov,3:59,C6,0.264
BW25113,d_acrAB,JOE6975,2.5 ng/mL,22-Nov,3:59,C7,0.273
BW25113,"d_acrAB, d_mdtK",JOE7051,2.5 ng/mL,22-Nov,3:59,C8,0.255
BW25113,"d_acrAB, d_mdtK",JOE7052,2.5 ng/mL,22-Nov,3:59,C9,0.263
BW25113,wt,JOE6970,80 ng/mL,29-Nov,3:59,A4,0.143
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,29-Nov,3:59,A5,0.124
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,29-Nov,3:59,A6,0.106
BW25113,d_acrAB,JOE6975,80 ng/mL,29-Nov,3:59,A7,0.109
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,29-Nov,3:59,A8,0.106
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,29-Nov,3:59,A9,0.106
BW25113,wt,JOE6970,40 ng/mL,29-Nov,3:59,B4,0.176
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,29-Nov,3:59,B5,0.159
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,29-Nov,3:59,B6,0.112
BW25113,d_acrAB,JOE6975,40 ng/mL,29-Nov,3:59,B7,0.115
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,29-Nov,3:59,B8,0.114
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,29-Nov,3:59,B9,0.11
BW25113,wt,JOE6970,20 ng/mL,29-Nov,3:59,C4,0.263
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,29-Nov,3:59,C5,0.202
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,29-Nov,3:59,C6,0.122
BW25113,d_acrAB,JOE6975,20 ng/mL,29-Nov,3:59,C7,0.127
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,29-Nov,3:59,C8,0.127
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,29-Nov,3:59,C9,0.122
BW25113,wt,JOE6970,10 ng/mL,29-Nov,3:59,D4,0.33
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,29-Nov,3:59,D5,0.27
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,29-Nov,3:59,D6,0.15
BW25113,d_acrAB,JOE6975,10 ng/mL,29-Nov,3:59,D7,0.166
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,29-Nov,3:59,D8,0.159
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,29-Nov,3:59,D9,0.15
BW25113,wt,JOE6970,5 ng/mL,29-Nov,3:59,E4,0.327
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,29-Nov,3:59,E5,0.28
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,29-Nov,3:59,E6,0.192
BW25113,d_acrAB,JOE6975,5 ng/mL,29-Nov,3:59,E7,0.211
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,29-Nov,3:59,E8,0.205
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,29-Nov,3:59,E9,0.194
BW25113,wt,JOE6970,2.5 ng/mL,29-Nov,3:59,F4,0.312
BW25113,d_mdtK::kan,JOE6971,2.5 ng/mL,29-Nov,3:59,F5,0.287
BW25113,d_acrAB::kan,JOE6974,2.5 ng/mL,29-Nov,3:59,F6,0.271
BW25113,d_acrAB,JOE6975,2.5 ng/mL,29-Nov,3:59,F7,0.296
BW25113,"d_acrAB, d_mdtK",JOE7051,2.5 ng/mL,29-Nov,3:59,F8,0.292
BW25113,"d_acrAB, d_mdtK",JOE7052,2.5 ng/mL,29-Nov,3:59,F9,0.268
BW25113,wt,JOE6970,1.25 ng/mL,29-Nov,3:59,G4,0.308
BW25113,d_mdtK::kan,JOE6971,1.25 ng/mL,29-Nov,3:59,G5,0.276
BW25113,d_acrAB::kan,JOE6974,1.25 ng/mL,29-Nov,3:59,G6,0.262
BW25113,d_acrAB,JOE6975,1.25 ng/mL,29-Nov,3:59,G7,0.292
BW25113,"d_acrAB, d_mdtK",JOE7051,1.25 ng/mL,29-Nov,3:59,G8,0.299
BW25113,"d_acrAB, d_mdtK",JOE7052,1.25 ng/mL,29-Nov,3:59,G9,0.256
BW25113,wt,JOE6970,0 ng/mL,29-Nov,3:59,H4,0.299
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,29-Nov,3:59,H5,0.279
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,29-Nov,3:59,H6,0.257
BW25113,d_acrAB,JOE6975,0 ng/mL,29-Nov,3:59,H7,0.28
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,29-Nov,3:59,H8,0.284
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,29-Nov,3:59,H9,0.242
BW25113,wt,JOE6970,0 ng/mL,17-Nov,3:59,H4,0.321
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,17-Nov,3:59,H5,0.285
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,17-Nov,3:59,H6,0.338
BW25113,d_acrAB,JOE6975,0 ng/mL,17-Nov,3:59,H7,0.291
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,17-Nov,3:59,H8,0.28
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,17-Nov,3:59,H9,0.267
BW25113,wt,JOE6970,0 ng/mL,22-Nov,3:59,H4,0.27
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,22-Nov,3:59,H5,0.221
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,22-Nov,3:59,H6,0.255
BW25113,d_acrAB,JOE6975,0 ng/mL,22-Nov,3:59,H7,0.268
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,22-Nov,3:59,H8,0.252
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,22-Nov,3:59,H9,0.251
BW25113,wt,JOE6970,80 ng/mL,8-Nov,4:29,D4,0.143
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,8-Nov,4:29,D5,0.125
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,8-Nov,4:29,D6,0.103
BW25113,d_acrAB,JOE6975,80 ng/mL,8-Nov,4:29,D7,0.111
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,8-Nov,4:29,D8,0.102
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,8-Nov,4:29,D9,0.104
BW25113,wt,JOE6970,40 ng/mL,8-Nov,4:29,E4,0.181
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,8-Nov,4:29,E5,0.152
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,8-Nov,4:29,E6,0.111
BW25113,d_acrAB,JOE6975,40 ng/mL,8-Nov,4:29,E7,0.116
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,8-Nov,4:29,E8,0.108
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,8-Nov,4:29,E9,0.111
BW25113,wt,JOE6970,20 ng/mL,8-Nov,4:29,F4,0.296
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,8-Nov,4:29,F5,0.237
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,8-Nov,4:29,F6,0.118
BW25113,d_acrAB,JOE6975,20 ng/mL,8-Nov,4:29,F7,0.143
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,8-Nov,4:29,F8,0.114
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,8-Nov,4:29,F9,0.121
BW25113,wt,JOE6970,10 ng/mL,8-Nov,4:29,G4,0.389
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,8-Nov,4:29,G5,0.315
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,8-Nov,4:29,G6,0.149
BW25113,d_acrAB,JOE6975,10 ng/mL,8-Nov,4:29,G7,0.183
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,8-Nov,4:29,G8,0.137
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,8-Nov,4:29,G9,0.155
BW25113,wt,JOE6970,0 ng/mL,8-Nov,4:29,H4,0.37
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,8-Nov,4:29,H5,0.326
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,8-Nov,4:29,H6,0.355
BW25113,d_acrAB,JOE6975,0 ng/mL,8-Nov,4:29,H7,0.368
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,8-Nov,4:29,H8,0.348
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,8-Nov,4:29,H9,0.341
BW25113,wt,JOE6970,80 ng/mL,10-Nov,4:29,C4,0.158
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,10-Nov,4:29,C5,0.133
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,10-Nov,4:29,C6,0.114
BW25113,d_acrAB,JOE6975,80 ng/mL,10-Nov,4:29,C7,0.112
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,10-Nov,4:29,C8,0.107
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,10-Nov,4:29,C9,0.107
BW25113,wt,JOE6970,40 ng/mL,10-Nov,4:29,D4,0.202
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,10-Nov,4:29,D5,0.179
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,10-Nov,4:29,D6,0.121
BW25113,d_acrAB,JOE6975,40 ng/mL,10-Nov,4:29,D7,0.122
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,10-Nov,4:29,D8,0.113
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,10-Nov,4:29,D9,0.116
BW25113,wt,JOE6970,20 ng/mL,10-Nov,4:29,E4,0.319
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,10-Nov,4:29,E5,0.282
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,10-Nov,4:29,E6,0.139
BW25113,d_acrAB,JOE6975,20 ng/mL,10-Nov,4:29,E7,0.139
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,10-Nov,4:29,E8,0.129
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,10-Nov,4:29,E9,0.128
BW25113,wt,JOE6970,10 ng/mL,10-Nov,4:29,F4,0.445
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,10-Nov,4:29,F5,0.375
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,10-Nov,4:29,F6,0.178
BW25113,d_acrAB,JOE6975,10 ng/mL,10-Nov,4:29,F7,0.185
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,10-Nov,4:29,F8,0.168
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,10-Nov,4:29,F9,0.163
BW25113,wt,JOE6970,5 ng/mL,10-Nov,4:29,G4,0.436
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,10-Nov,4:29,G5,0.38
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,10-Nov,4:29,G6,0.272
BW25113,d_acrAB,JOE6975,5 ng/mL,10-Nov,4:29,G7,0.276
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,10-Nov,4:29,G8,0.247
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,10-Nov,4:29,G9,0.232
BW25113,wt,JOE6970,0 ng/mL,10-Nov,4:29,H4,0.411
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,10-Nov,4:29,H5,0.373
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,10-Nov,4:29,H6,0.404
BW25113,d_acrAB,JOE6975,0 ng/mL,10-Nov,4:29,H7,0.604
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,10-Nov,4:29,H8,0.535
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,10-Nov,4:29,H9,0.522
