Strain,Mutations,Number/ID,Levo Conc.,Date Recorded,Time,Well Number,Well Reading
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,10-Nov,0:00,G9,0.101
BW25113,wt,JOE6970,0 ng/mL,10-Nov,0:00,H4,0.093
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,10-Nov,0:00,H5,0.097
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,10-Nov,0:00,H6,0.096
BW25113,d_acrAB,JOE6975,0 ng/mL,10-Nov,0:00,H7,0.102
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,10-Nov,0:00,H8,0.101
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,10-Nov,0:00,H9,0.103
BW25113,wt,JOE6970,80 ng/mL,15-Nov,0:00,A4,0.095
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,15-Nov,0:00,A5,0.094
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,15-Nov,0:00,A6,0.097
BW25113,d_acrAB,JOE6975,80 ng/mL,15-Nov,0:00,A7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,15-Nov,0:00,A8,0.096
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,15-Nov,0:00,A9,0.096
BW25113,wt,JOE6970,40 ng/mL,15-Nov,0:00,B4,0.096
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,15-Nov,0:00,B5,0.096
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,15-Nov,0:00,B6,0.097
BW25113,d_acrAB,JOE6975,40 ng/mL,15-Nov,0:00,B7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,15-Nov,0:00,B8,0.098
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,15-Nov,0:00,B9,0.095
BW25113,wt,JOE6970,20 ng/mL,15-Nov,0:00,C4,0.097
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,15-Nov,0:00,C5,0.097
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,15-Nov,0:00,C6,0.096
BW25113,d_acrAB,JOE6975,20 ng/mL,15-Nov,0:00,C7,0.096
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,15-Nov,0:00,C8,0.095
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,15-Nov,0:00,C9,0.095
BW25113,wt,JOE6970,10 ng/mL,15-Nov,0:00,D4,0.101
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,15-Nov,0:00,D5,0.098
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,15-Nov,0:00,D6,0.101
BW25113,d_acrAB,JOE6975,10 ng/mL,15-Nov,0:00,D7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,15-Nov,0:00,D8,0.098
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,15-Nov,0:00,D9,0.097
BW25113,wt,JOE6970,5 ng/mL,15-Nov,0:00,E4,0.098
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,15-Nov,0:00,E5,0.096
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,15-Nov,0:00,E6,0.094
BW25113,d_acrAB,JOE6975,5 ng/mL,15-Nov,0:00,E7,0.095
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,15-Nov,0:00,E8,0.098
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,15-Nov,0:00,E9,0.098
BW25113,wt,JOE6970,2.5 ng/mL,15-Nov,0:00,F4,0.097
BW25113,d_mdtK::kan,JOE6971,2.5 ng/mL,15-Nov,0:00,F5,0.097
BW25113,d_acrAB::kan,JOE6974,2.5 ng/mL,15-Nov,0:00,F6,0.096
BW25113,d_acrAB,JOE6975,2.5 ng/mL,15-Nov,0:00,F7,0.094
BW25113,"d_acrAB, d_mdtK",JOE7051,2.5 ng/mL,15-Nov,0:00,F8,0.097
BW25113,"d_acrAB, d_mdtK",JOE7052,2.5 ng/mL,15-Nov,0:00,F9,0.097
BW25113,wt,JOE6970,1.25 ng/mL,15-Nov,0:00,G4,0.096
BW25113,d_mdtK::kan,JOE6971,1.25 ng/mL,15-Nov,0:00,G5,0.097
BW25113,d_acrAB::kan,JOE6974,1.25 ng/mL,15-Nov,0:00,G6,0.097
BW25113,d_acrAB,JOE6975,1.25 ng/mL,15-Nov,0:00,G7,0.095
BW25113,"d_acrAB, d_mdtK",JOE7051,1.25 ng/mL,15-Nov,0:00,G8,0.097
BW25113,"d_acrAB, d_mdtK",JOE7052,1.25 ng/mL,15-Nov,0:00,G9,0.095
BW25113,wt,JOE6970,0 ng/mL,15-Nov,0:00,H4,0.098
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,15-Nov,0:00,H5,0.098
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,15-Nov,0:00,H6,0.098
BW25113,d_acrAB,JOE6975,0 ng/mL,15-Nov,0:00,H7,0.096
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,15-Nov,0:00,H8,0.098
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,15-Nov,0:00,H9,0.096
BW25113,wt,JOE6970,10 ng/mL,17-Nov,0:00,A4,0.095
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,17-Nov,0:00,A5,0.096
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,17-Nov,0:00,A6,0.1
BW25113,d_acrAB,JOE6975,10 ng/mL,17-Nov,0:00,A7,0.098
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,17-Nov,0:00,A8,0.097
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,17-Nov,0:00,A9,0.101
BW25113,wt,JOE6970,5 ng/mL,17-Nov,0:00,B4,0.1
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,17-Nov,0:00,B5,0.097
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,17-Nov,0:00,B6,0.097
BW25113,d_acrAB,JOE6975,5 ng/mL,17-Nov,0:00,B7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,17-Nov,0:00,B8,0.099
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,17-Nov,0:00,B9,0.096
BW25113,wt,JOE6970,2.5 ng/mL,17-Nov,0:00,C4,0.1
BW25113,d_mdtK::kan,JOE6971,2.5 ng/mL,17-Nov,0:00,C5,0.098
BW25113,d_acrAB::kan,JOE6974,2.5 ng/mL,17-Nov,0:00,C6,0.099
BW25113,d_acrAB,JOE6975,2.5 ng/mL,17-Nov,0:00,C7,0.099
BW25113,"d_acrAB, d_mdtK",JOE7051,2.5 ng/mL,17-Nov,0:00,C8,0.097
BW25113,"d_acrAB, d_mdtK",JOE7052,2.5 ng/mL,17-Nov,0:00,C9,0.1
BW25113,wt,JOE6970,1.25 ng/mL,17-Nov,0:00,D4,0.098
BW25113,d_mdtK::kan,JOE6971,1.25 ng/mL,17-Nov,0:00,D5,0.098
BW25113,d_acrAB::kan,JOE6974,1.25 ng/mL,17-Nov,0:00,D6,0.095
BW25113,d_acrAB,JOE6975,1.25 ng/mL,17-Nov,0:00,D7,0.095
BW25113,"d_acrAB, d_mdtK",JOE7051,1.25 ng/mL,17-Nov,0:00,D8,0.096
BW25113,"d_acrAB, d_mdtK",JOE7052,1.25 ng/mL,17-Nov,0:00,D9,0.097
BW25113,wt,JOE6970,10 ng/mL,22-Nov,0:00,A4,0.097
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,22-Nov,0:00,A5,0.095
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,22-Nov,0:00,A6,0.097
BW25113,d_acrAB,JOE6975,10 ng/mL,22-Nov,0:00,A7,0.098
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,22-Nov,0:00,A8,0.098
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,22-Nov,0:00,A9,0.098
BW25113,wt,JOE6970,5 ng/mL,22-Nov,0:00,B4,0.095
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,22-Nov,0:00,B5,0.096
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,22-Nov,0:00,B6,0.096
BW25113,d_acrAB,JOE6975,5 ng/mL,22-Nov,0:00,B7,0.096
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,22-Nov,0:00,B8,0.096
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,22-Nov,0:00,B9,0.094
BW25113,wt,JOE6970,2.5 ng/mL,22-Nov,0:00,C4,0.096
BW25113,d_mdtK::kan,JOE6971,2.5 ng/mL,22-Nov,0:00,C5,0.095
BW25113,d_acrAB::kan,JOE6974,2.5 ng/mL,22-Nov,0:00,C6,0.094
BW25113,d_acrAB,JOE6975,2.5 ng/mL,22-Nov,0:00,C7,0.095
BW25113,"d_acrAB, d_mdtK",JOE7051,2.5 ng/mL,22-Nov,0:00,C8,0.093
BW25113,"d_acrAB, d_mdtK",JOE7052,2.5 ng/mL,22-Nov,0:00,C9,0.095
BW25113,wt,JOE6970,80 ng/mL,29-Nov,0:00,A4,0.096
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,29-Nov,0:00,A5,0.094
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,29-Nov,0:00,A6,0.095
BW25113,d_acrAB,JOE6975,80 ng/mL,29-Nov,0:00,A7,0.096
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,29-Nov,0:00,A8,0.094
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,29-Nov,0:00,A9,0.097
BW25113,wt,JOE6970,40 ng/mL,29-Nov,0:00,B4,0.095
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,29-Nov,0:00,B5,0.095
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,29-Nov,0:00,B6,0.095
BW25113,d_acrAB,JOE6975,40 ng/mL,29-Nov,0:00,B7,0.095
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,29-Nov,0:00,B8,0.095
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,29-Nov,0:00,B9,0.094
BW25113,wt,JOE6970,20 ng/mL,29-Nov,0:00,C4,0.096
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,29-Nov,0:00,C5,0.095
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,29-Nov,0:00,C6,0.095
BW25113,d_acrAB,JOE6975,20 ng/mL,29-Nov,0:00,C7,0.095
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,29-Nov,0:00,C8,0.095
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,29-Nov,0:00,C9,0.094
BW25113,wt,JOE6970,10 ng/mL,29-Nov,0:00,D4,0.097
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,29-Nov,0:00,D5,0.096
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,29-Nov,0:00,D6,0.097
BW25113,d_acrAB,JOE6975,10 ng/mL,29-Nov,0:00,D7,0.094
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,29-Nov,0:00,D8,0.095
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,29-Nov,0:00,D9,0.095
BW25113,wt,JOE6970,5 ng/mL,29-Nov,0:00,E4,0.098
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,29-Nov,0:00,E5,0.097
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,29-Nov,0:00,E6,0.095
BW25113,d_acrAB,JOE6975,5 ng/mL,29-Nov,0:00,E7,0.096
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,29-Nov,0:00,E8,0.095
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,29-Nov,0:00,E9,0.095
BW25113,wt,JOE6970,2.5 ng/mL,29-Nov,0:00,F4,0.095
BW25113,d_mdtK::kan,JOE6971,2.5 ng/mL,29-Nov,0:00,F5,0.096
BW25113,d_acrAB::kan,JOE6974,2.5 ng/mL,29-Nov,0:00,F6,0.096
BW25113,d_acrAB,JOE6975,2.5 ng/mL,29-Nov,0:00,F7,0.095
BW25113,"d_acrAB, d_mdtK",JOE7051,2.5 ng/mL,29-Nov,0:00,F8,0.096
BW25113,"d_acrAB, d_mdtK",JOE7052,2.5 ng/mL,29-Nov,0:00,F9,0.095
BW25113,wt,JOE6970,1.25 ng/mL,29-Nov,0:00,G4,0.094
BW25113,d_mdtK::kan,JOE6971,1.25 ng/mL,29-Nov,0:00,G5,0.096
BW25113,d_acrAB::kan,JOE6974,1.25 ng/mL,29-Nov,0:00,G6,0.096
BW25113,d_acrAB,JOE6975,1.25 ng/mL,29-Nov,0:00,G7,0.095
BW25113,"d_acrAB, d_mdtK",JOE7051,1.25 ng/mL,29-Nov,0:00,G8,0.095
BW25113,"d_acrAB, d_mdtK",JOE7052,1.25 ng/mL,29-Nov,0:00,G9,0.093
BW25113,wt,JOE6970,0 ng/mL,29-Nov,0:00,H4,0.095
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,29-Nov,0:00,H5,0.097
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,29-Nov,0:00,H6,0.099
BW25113,d_acrAB,JOE6975,0 ng/mL,29-Nov,0:00,H7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,29-Nov,0:00,H8,0.096
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,29-Nov,0:00,H9,0.094
BW25113,wt,JOE6970,0 ng/mL,17-Nov,0:00,H4,0.096
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,17-Nov,0:00,H5,0.097
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,17-Nov,0:00,H6,0.099
BW25113,d_acrAB,JOE6975,0 ng/mL,17-Nov,0:00,H7,0.096
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,17-Nov,0:00,H8,0.096
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,17-Nov,0:00,H9,0.096
BW25113,wt,JOE6970,0 ng/mL,22-Nov,0:00,H4,0.099
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,22-Nov,0:00,H5,0.096
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,22-Nov,0:00,H6,0.098
BW25113,d_acrAB,JOE6975,0 ng/mL,22-Nov,0:00,H7,0.096
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,22-Nov,0:00,H8,0.099
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,22-Nov,0:00,H9,0.095
BW25113,wt,JOE6970,80 ng/mL,8-Nov,0:29,D4,0.096
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,8-Nov,0:29,D5,0.094
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,8-Nov,0:29,D6,0.091
BW25113,d_acrAB,JOE6975,80 ng/mL,8-Nov,0:29,D7,0.092
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,8-Nov,0:29,D8,0.093
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,8-Nov,0:29,D9,0.092
BW25113,wt,JOE6970,40 ng/mL,8-Nov,0:29,E4,0.093
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,8-Nov,0:29,E5,0.093
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,8-Nov,0:29,E6,0.094
BW25113,d_acrAB,JOE6975,40 ng/mL,8-Nov,0:29,E7,0.092
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,8-Nov,0:29,E8,0.093
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,8-Nov,0:29,E9,0.094
BW25113,wt,JOE6970,20 ng/mL,8-Nov,0:29,F4,0.091
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,8-Nov,0:29,F5,0.093
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,8-Nov,0:29,F6,0.092
BW25113,d_acrAB,JOE6975,20 ng/mL,8-Nov,0:29,F7,0.091
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,8-Nov,0:29,F8,0.092
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,8-Nov,0:29,F9,0.094
BW25113,wt,JOE6970,10 ng/mL,8-Nov,0:29,G4,0.094
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,8-Nov,0:29,G5,0.092
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,8-Nov,0:29,G6,0.094
BW25113,d_acrAB,JOE6975,10 ng/mL,8-Nov,0:29,G7,0.093
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,8-Nov,0:29,G8,0.094
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,8-Nov,0:29,G9,0.097
BW25113,wt,JOE6970,0 ng/mL,8-Nov,0:29,H4,0.092
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,8-Nov,0:29,H5,0.092
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,8-Nov,0:29,H6,0.094
BW25113,d_acrAB,JOE6975,0 ng/mL,8-Nov,0:29,H7,0.093
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,8-Nov,0:29,H8,0.093
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,8-Nov,0:29,H9,0.093
BW25113,wt,JOE6970,80 ng/mL,10-Nov,0:29,C4,0.098
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,10-Nov,0:29,C5,0.094
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,10-Nov,0:29,C6,0.096
BW25113,d_acrAB,JOE6975,80 ng/mL,10-Nov,0:29,C7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,10-Nov,0:29,C8,0.095
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,10-Nov,0:29,C9,0.096
BW25113,wt,JOE6970,40 ng/mL,10-Nov,0:29,D4,0.099
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,10-Nov,0:29,D5,0.098
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,10-Nov,0:29,D6,0.095
BW25113,d_acrAB,JOE6975,40 ng/mL,10-Nov,0:29,D7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,10-Nov,0:29,D8,0.095
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,10-Nov,0:29,D9,0.099
BW25113,wt,JOE6970,20 ng/mL,10-Nov,0:29,E4,0.097
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,10-Nov,0:29,E5,0.097
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,10-Nov,0:29,E6,0.095
BW25113,d_acrAB,JOE6975,20 ng/mL,10-Nov,0:29,E7,0.096
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,10-Nov,0:29,E8,0.096
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,10-Nov,0:29,E9,0.098
BW25113,wt,JOE6970,10 ng/mL,10-Nov,0:29,F4,0.099
BW25113,d_mdtK::kan,JOE6971,10 ng/mL,10-Nov,0:29,F5,0.097
BW25113,d_acrAB::kan,JOE6974,10 ng/mL,10-Nov,0:29,F6,0.096
BW25113,d_acrAB,JOE6975,10 ng/mL,10-Nov,0:29,F7,0.098
BW25113,"d_acrAB, d_mdtK",JOE7051,10 ng/mL,10-Nov,0:29,F8,0.097
BW25113,"d_acrAB, d_mdtK",JOE7052,10 ng/mL,10-Nov,0:29,F9,0.099
BW25113,wt,JOE6970,5 ng/mL,10-Nov,0:29,G4,0.102
BW25113,d_mdtK::kan,JOE6971,5 ng/mL,10-Nov,0:29,G5,0.103
BW25113,d_acrAB::kan,JOE6974,5 ng/mL,10-Nov,0:29,G6,0.105
BW25113,d_acrAB,JOE6975,5 ng/mL,10-Nov,0:29,G7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,5 ng/mL,10-Nov,0:29,G8,0.099
BW25113,"d_acrAB, d_mdtK",JOE7052,5 ng/mL,10-Nov,0:29,G9,0.102
BW25113,wt,JOE6970,0 ng/mL,10-Nov,0:29,H4,0.095
BW25113,d_mdtK::kan,JOE6971,0 ng/mL,10-Nov,0:29,H5,0.098
BW25113,d_acrAB::kan,JOE6974,0 ng/mL,10-Nov,0:29,H6,0.097
BW25113,d_acrAB,JOE6975,0 ng/mL,10-Nov,0:29,H7,0.105
BW25113,"d_acrAB, d_mdtK",JOE7051,0 ng/mL,10-Nov,0:29,H8,0.104
BW25113,"d_acrAB, d_mdtK",JOE7052,0 ng/mL,10-Nov,0:29,H9,0.106
BW25113,wt,JOE6970,80 ng/mL,15-Nov,0:29,A4,0.097
BW25113,d_mdtK::kan,JOE6971,80 ng/mL,15-Nov,0:29,A5,0.095
BW25113,d_acrAB::kan,JOE6974,80 ng/mL,15-Nov,0:29,A6,0.098
BW25113,d_acrAB,JOE6975,80 ng/mL,15-Nov,0:29,A7,0.098
BW25113,"d_acrAB, d_mdtK",JOE7051,80 ng/mL,15-Nov,0:29,A8,0.098
BW25113,"d_acrAB, d_mdtK",JOE7052,80 ng/mL,15-Nov,0:29,A9,0.097
BW25113,wt,JOE6970,40 ng/mL,15-Nov,0:29,B4,0.098
BW25113,d_mdtK::kan,JOE6971,40 ng/mL,15-Nov,0:29,B5,0.097
BW25113,d_acrAB::kan,JOE6974,40 ng/mL,15-Nov,0:29,B6,0.098
BW25113,d_acrAB,JOE6975,40 ng/mL,15-Nov,0:29,B7,0.098
BW25113,"d_acrAB, d_mdtK",JOE7051,40 ng/mL,15-Nov,0:29,B8,0.099
BW25113,"d_acrAB, d_mdtK",JOE7052,40 ng/mL,15-Nov,0:29,B9,0.096
BW25113,wt,JOE6970,20 ng/mL,15-Nov,0:29,C4,0.098
BW25113,d_mdtK::kan,JOE6971,20 ng/mL,15-Nov,0:29,C5,0.099
BW25113,d_acrAB::kan,JOE6974,20 ng/mL,15-Nov,0:29,C6,0.097
BW25113,d_acrAB,JOE6975,20 ng/mL,15-Nov,0:29,C7,0.097
BW25113,"d_acrAB, d_mdtK",JOE7051,20 ng/mL,15-Nov,0:29,C8,0.097
BW25113,"d_acrAB, d_mdtK",JOE7052,20 ng/mL,15-Nov,0:29,C9,0.097
