Strain,Mutations,Number/ID,Levo Conc.,Date Recorded,Time,Well Number,Well Reading
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,3:59,F2,0.264
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,3:59,F3,0.125
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,3:59,G2,0.259
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,3:59,G3,0.12
BL21,wt,JOE2354,0 ng/mL,22-Nov,3:59,H2,0.246
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,3:59,H3,0.122
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,3:59,B2,0.267
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,3:59,B3,0.135
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,3:59,C2,0.274
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,3:59,C3,0.143
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,3:59,D2,0.279
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,3:59,D3,0.142
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,3:59,E2,0.281
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,3:59,E3,0.142
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,3:59,F2,0.279
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,3:59,F3,0.141
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,3:59,G2,0.274
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,3:59,G3,0.14
BL21,wt,JOE2354,0 ng/mL,2-Dec,3:59,H2,0.263
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,3:59,H3,0.139
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,4:29,C2,0.224
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,4:29,C3,0.155
BL21,wt,JOE2354,1.25 ng/mL,44882,4:29,D2,0.244
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,4:29,D3,0.173
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,4:29,E2,0.291
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,4:29,E3,0.178
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,4:29,F2,0.338
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,4:29,F3,0.179
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,4:29,G2,0.361
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,4:29,G3,0.173
BL21,wt,JOE2354,0 ng/mL,17-Nov,4:29,H2,0.367
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,4:29,H3,0.168
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,4:29,B2,0.253
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,4:29,B3,0.132
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,4:29,C2,0.258
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,4:29,C3,0.144
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,4:29,D2,0.288
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,4:29,D3,0.146
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,4:29,E2,0.323
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,4:29,E3,0.146
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,4:29,F2,0.325
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,4:29,F3,0.144
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,4:29,G2,0.327
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,4:29,G3,0.137
BL21,wt,JOE2354,0 ng/mL,22-Nov,4:29,H2,0.321
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,4:29,H3,0.139
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,4:29,B2,0.235
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,4:29,B3,0.152
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,4:29,C2,0.252
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,4:29,C3,0.164
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,4:29,D2,0.294
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,4:29,D3,0.165
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,4:29,E2,0.325
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,4:29,E3,0.167
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,4:29,F2,0.34
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,4:29,F3,0.166
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,4:29,G2,0.342
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,4:29,G3,0.166
BL21,wt,JOE2354,0 ng/mL,2-Dec,4:29,H2,0.335
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,4:29,H3,0.165
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,4:59,C2,0.179
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,4:59,C3,0.17
BL21,wt,JOE2354,1.25 ng/mL,44882,4:59,D2,0.21
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,4:59,D3,0.203
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,4:59,E2,0.305
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,4:59,E3,0.214
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,4:59,F2,0.408
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,4:59,F3,0.219
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,4:59,G2,0.468
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,4:59,G3,0.218
BL21,wt,JOE2354,0 ng/mL,17-Nov,4:59,H2,0.496
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,4:59,H3,0.209
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,4:59,B2,0.164
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,4:59,B3,0.145
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,4:59,C2,0.206
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,4:59,C3,0.162
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,4:59,D2,0.289
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,4:59,D3,0.17
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,4:59,E2,0.375
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,4:59,E3,0.171
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,4:59,F2,0.397
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,4:59,F3,0.17
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,4:59,G2,0.417
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,4:59,G3,0.162
BL21,wt,JOE2354,0 ng/mL,22-Nov,4:59,H2,0.412
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,4:59,H3,0.164
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,4:59,B2,0.173
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,4:59,B3,0.168
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,4:59,C2,0.22
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,4:59,C3,0.189
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,4:59,D2,0.318
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,4:59,D3,0.195
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,4:59,E2,0.39
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,4:59,E3,0.203
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,4:59,F2,0.427
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,4:59,F3,0.203
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,4:59,G2,0.441
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,4:59,G3,0.204
BL21,wt,JOE2354,0 ng/mL,2-Dec,4:59,H2,0.437
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,4:59,H3,0.201
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,5:29,C2,0.157
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,5:29,C3,0.186
BL21,wt,JOE2354,1.25 ng/mL,44882,5:29,D2,0.192
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,5:29,D3,0.212
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,5:29,E2,0.327
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,5:29,E3,0.232
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,5:29,F2,0.484
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,5:29,F3,0.248
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,5:29,G2,0.55
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,5:29,G3,0.257
BL21,wt,JOE2354,0 ng/mL,17-Nov,5:29,H2,0.574
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,5:29,H3,0.266
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,5:29,B2,0.135
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,5:29,B3,0.158
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,5:29,C2,0.183
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,5:29,C3,0.182
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,5:29,D2,0.313
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,5:29,D3,0.188
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,5:29,E2,0.457
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,5:29,E3,0.195
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,5:29,F2,0.502
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,5:29,F3,0.199
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,5:29,G2,0.518
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,5:29,G3,0.192
BL21,wt,JOE2354,0 ng/mL,22-Nov,5:29,H2,0.526
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,5:29,H3,0.199
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,5:29,B2,0.146
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,5:29,B3,0.182
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,5:29,C2,0.205
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,5:29,C3,0.193
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,5:29,D2,0.365
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,5:29,D3,0.201
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,5:29,E2,0.478
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,5:29,E3,0.223
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,5:29,F2,0.527
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,5:29,F3,0.232
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,5:29,G2,0.537
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,5:29,G3,0.241
BL21,wt,JOE2354,0 ng/mL,2-Dec,5:29,H2,0.537
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,5:29,H3,0.247
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,5:59,C2,0.146
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,5:59,C3,0.199
BL21,wt,JOE2354,1.25 ng/mL,44882,5:59,D2,0.176
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,5:59,D3,0.175
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,5:59,E2,0.355
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,5:59,E3,0.199
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,5:59,F2,0.545
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,5:59,F3,0.24
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,5:59,G2,0.631
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,5:59,G3,0.271
BL21,wt,JOE2354,0 ng/mL,17-Nov,5:59,H2,0.674
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,5:59,H3,0.308
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,5:59,B2,0.121
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,5:59,B3,0.168
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,5:59,C2,0.164
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,5:59,C3,0.161
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,5:59,D2,0.34
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,5:59,D3,0.17
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,5:59,E2,0.517
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,5:59,E3,0.192
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,5:59,F2,0.577
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,5:59,F3,0.213
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,5:59,G2,0.6
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,5:59,G3,0.213
BL21,wt,JOE2354,0 ng/mL,22-Nov,5:59,H2,0.606
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,5:59,H3,0.233
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,5:59,B2,0.134
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,5:59,B3,0.185
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,5:59,C2,0.191
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,5:59,C3,0.152
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,5:59,D2,0.415
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,5:59,D3,0.168
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,5:59,E2,0.549
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,5:59,E3,0.206
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,5:59,F2,0.608
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,5:59,F3,0.234
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,5:59,G2,0.624
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,5:59,G3,0.258
BL21,wt,JOE2354,0 ng/mL,2-Dec,5:59,H2,0.623
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,5:59,H3,0.28
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,6:29,C2,0.141
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,6:29,C3,0.203
BL21,wt,JOE2354,1.25 ng/mL,44882,6:29,D2,0.162
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,6:29,D3,0.147
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,6:29,E2,0.396
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,6:29,E3,0.175
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,6:29,F2,0.621
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,6:29,F3,0.237
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,6:29,G2,0.741
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,6:29,G3,0.293
BL21,wt,JOE2354,0 ng/mL,17-Nov,6:29,H2,0.811
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,6:29,H3,0.368
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,6:29,B2,0.114
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,6:29,B3,0.169
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,6:29,C2,0.152
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,6:29,C3,0.127
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,6:29,D2,0.382
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,6:29,D3,0.142
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,6:29,E2,0.597
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,6:29,E3,0.176
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,6:29,F2,0.673
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,6:29,F3,0.212
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,6:29,G2,0.711
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,6:29,G3,0.224
BL21,wt,JOE2354,0 ng/mL,22-Nov,6:29,H2,0.716
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,6:29,H3,0.261
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,6:29,B2,0.126
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,6:29,B3,0.173
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,6:29,C2,0.182
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,6:29,C3,0.127
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,6:29,D2,0.462
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,6:29,D3,0.149
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,6:29,E2,0.635
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,6:29,E3,0.202
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,6:29,F2,0.715
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,6:29,F3,0.249
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,6:29,G2,0.741
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,6:29,G3,0.291
BL21,wt,JOE2354,0 ng/mL,2-Dec,6:29,H2,0.745
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,6:29,H3,0.325
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,6:59,C2,0.134
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,6:59,C3,0.201
BL21,wt,JOE2354,1.25 ng/mL,44882,6:59,D2,0.156
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,6:59,D3,0.131
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,6:59,E2,0.423
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,6:59,E3,0.155
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,6:59,F2,0.709
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,6:59,F3,0.231
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,6:59,G2,0.842
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,6:59,G3,0.317
BL21,wt,JOE2354,0 ng/mL,17-Nov,6:59,H2,0.887
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,6:59,H3,0.438
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,6:59,B2,0.113
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,6:59,B3,0.164
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,6:59,C2,0.145
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,6:59,C3,0.113
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,6:59,D2,0.41
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,6:59,D3,0.127
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,6:59,E2,0.673
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,6:59,E3,0.17
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,6:59,F2,0.79
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,6:59,F3,0.223
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,6:59,G2,0.823
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,6:59,G3,0.25
BL21,wt,JOE2354,0 ng/mL,22-Nov,6:59,H2,0.833
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,6:59,H3,0.308
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,6:59,B2,0.12
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,6:59,B3,0.16
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,6:59,C2,0.174
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,6:59,C3,0.115
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,6:59,D2,0.514
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,6:59,D3,0.133
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,6:59,E2,0.75
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,6:59,E3,0.197
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,6:59,F2,0.83
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,6:59,F3,0.265
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,6:59,G2,0.853
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,6:59,G3,0.321
BL21,wt,JOE2354,0 ng/mL,2-Dec,6:59,H2,0.849
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,6:59,H3,0.388
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,7:29,C2,0.129
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,7:29,C3,0.197
BL21,wt,JOE2354,1.25 ng/mL,44882,7:29,D2,0.15
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,7:29,D3,0.122
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,7:29,E2,0.457
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,7:29,E3,0.141
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,7:29,F2,0.794
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,7:29,F3,0.229
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,7:29,G2,0.904
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,7:29,G3,0.35
BL21,wt,JOE2354,0 ng/mL,17-Nov,7:29,H2,0.933
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,7:29,H3,0.505
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,7:29,B2,0.111
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,7:29,B3,0.157
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,7:29,C2,0.138
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,7:29,C3,0.107
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,7:29,D2,0.445
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,7:29,D3,0.117
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,7:29,E2,0.763
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,7:29,E3,0.163
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,7:29,F2,0.86
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,7:29,F3,0.242
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,7:29,G2,0.885
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,7:29,G3,0.282
BL21,wt,JOE2354,0 ng/mL,22-Nov,7:29,H2,0.896
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,7:29,H3,0.367
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,7:29,B2,0.117
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,7:29,B3,0.154
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,7:29,C2,0.166
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,7:29,C3,0.11
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,7:29,D2,0.572
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,7:29,D3,0.123
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,7:29,E2,0.815
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,7:29,E3,0.194
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,7:29,F2,0.895
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,7:29,F3,0.293
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,7:29,G2,0.914
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,7:29,G3,0.369
BL21,wt,JOE2354,0 ng/mL,2-Dec,7:29,H2,0.906
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,7:29,H3,0.447
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,7:59,C2,0.126
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,7:59,C3,0.194
BL21,wt,JOE2354,1.25 ng/mL,44882,7:59,D2,0.144
BL21,Δ7,JOE6969,1.25 ng/mL,17-Nov,7:59,D3,0.118
BL21,wt,JOE2354,0.625 ng/mL,17-Nov,7:59,E2,0.498
BL21,Δ7,JOE6969,0.625 ng/mL,17-Nov,7:59,E3,0.129
BL21,wt,JOE2354,0.313 ng/mL,17-Nov,7:59,F2,0.828
BL21,Δ7,JOE6969,0.313 ng/mL,17-Nov,7:59,F3,0.219
BL21,wt,JOE2354,0.156 ng/mL,17-Nov,7:59,G2,0.945
BL21,Δ7,JOE6969,0.156 ng/mL,17-Nov,7:59,G3,0.376
BL21,wt,JOE2354,0 ng/mL,17-Nov,7:59,H2,0.974
BL21,Δ7,JOE6969,0 ng/mL,17-Nov,7:59,H3,0.587
BL21,wt,JOE2354,2.5 ng/mL,22-Nov,7:59,B2,0.11
BL21,Δ7,JOE6969,2.5 ng/mL,22-Nov,7:59,B3,0.153
BL21,wt,JOE2354,1.25 ng/mL,22-Nov,7:59,C2,0.132
BL21,Δ7,JOE6969,1.25 ng/mL,22-Nov,7:59,C3,0.106
BL21,wt,JOE2354,0.625 ng/mL,22-Nov,7:59,D2,0.486
BL21,Δ7,JOE6969,0.625 ng/mL,22-Nov,7:59,D3,0.114
BL21,wt,JOE2354,0.313 ng/mL,22-Nov,7:59,E2,0.824
BL21,Δ7,JOE6969,0.313 ng/mL,22-Nov,7:59,E3,0.162
BL21,wt,JOE2354,0.156 ng/mL,22-Nov,7:59,F2,0.909
BL21,Δ7,JOE6969,0.156 ng/mL,22-Nov,7:59,F3,0.259
BL21,wt,JOE2354,0.078 ng/mL,22-Nov,7:59,G2,0.927
BL21,Δ7,JOE6969,0.078 ng/mL,22-Nov,7:59,G3,0.329
BL21,wt,JOE2354,0 ng/mL,22-Nov,7:59,H2,0.939
BL21,Δ7,JOE6969,0 ng/mL,22-Nov,7:59,H3,0.436
BL21,wt,JOE2354,2.5 ng/mL,2-Dec,7:59,B2,0.115
BL21,Δ7,JOE6969,2.5 ng/mL,2-Dec,7:59,B3,0.151
BL21,wt,JOE2354,1.25 ng/mL,2-Dec,7:59,C2,0.157
BL21,Δ7,JOE6969,1.25 ng/mL,2-Dec,7:59,C3,0.107
BL21,wt,JOE2354,0.625 ng/mL,2-Dec,7:59,D2,0.628
BL21,Δ7,JOE6969,0.625 ng/mL,2-Dec,7:59,D3,0.118
BL21,wt,JOE2354,0.313 ng/mL,2-Dec,7:59,E2,0.878
BL21,Δ7,JOE6969,0.313 ng/mL,2-Dec,7:59,E3,0.197
BL21,wt,JOE2354,0.156 ng/mL,2-Dec,7:59,F2,0.939
BL21,Δ7,JOE6969,0.156 ng/mL,2-Dec,7:59,F3,0.321
BL21,wt,JOE2354,0.078 ng/mL,2-Dec,7:59,G2,0.957
BL21,Δ7,JOE6969,0.078 ng/mL,2-Dec,7:59,G3,0.426
BL21,wt,JOE2354,0 ng/mL,2-Dec,7:59,H2,0.948
BL21,Δ7,JOE6969,0 ng/mL,2-Dec,7:59,H3,0.517
BL21,wt,JOE2354,2.5 ng/mL,17-Nov,8:29,C2,0.124
BL21,Δ7,JOE6969,2.5 ng/mL,17-Nov,8:29,C3,0.192
BL21,wt,JOE2354,1.25 ng/mL,44882,8:29,D2,0.141
