Strain,Mutations,Number/ID,Tet Conc.,Date Recorded,Time,Well Number,Well Reading
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,11:59,D7,0.102
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,11:59,D8,0.108
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,11:59,D9,0.106
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,11:59,E4,1.004
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,11:59,E5,0.889
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,11:59,E6,0.136
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,11:59,E7,0.131
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,11:59,E8,0.143
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,11:59,E9,0.134
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,11:59,F4,1.236
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,11:59,F5,1.133
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,11:59,F6,0.418
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,11:59,F7,0.443
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,11:59,F8,0.464
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,11:59,F9,0.437
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,11:59,H4,1.307
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,11:59,H5,1.339
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,11:59,H6,1.221
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,11:59,H7,1.235
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,11:59,H8,1.363
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,11:59,H9,1.366
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,12:29,C4,0.248
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,12:29,C5,0.208
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,12:29,C6,0.095
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,12:29,C7,0.1
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,12:29,C8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,12:29,C9,0.099
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,12:29,D4,0.589
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,12:29,D5,0.567
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,12:29,D6,0.103
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,12:29,D7,0.107
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,12:29,D8,0.103
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,12:29,D9,0.107
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,12:29,E4,0.98
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,12:29,E5,0.942
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,12:29,E6,0.18
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,12:29,E7,0.146
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,12:29,E8,0.138
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,12:29,E9,0.138
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,12:29,F4,1.256
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,12:29,F5,1.192
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,12:29,F6,0.523
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,12:29,F7,0.476
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,12:29,F8,0.465
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,12:29,F9,0.472
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,12:29,H4,1.35
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,12:29,H5,1.315
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,12:29,H6,1.233
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,12:29,H7,1.263
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,12:29,H8,1.413
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,12:29,H9,1.396
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,12:29,C4,0.306
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,12:29,C5,0.233
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,12:29,C6,0.097
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,12:29,C7,0.097
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,12:29,C8,0.097
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,12:29,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,12:29,D4,0.624
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,12:29,D5,0.561
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,12:29,D6,0.103
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,12:29,D7,0.103
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,12:29,D8,0.109
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,12:29,D9,0.106
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,12:29,E4,1.048
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,12:29,E5,0.925
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,12:29,E6,0.14
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,12:29,E7,0.135
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,12:29,E8,0.147
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,12:29,E9,0.137
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,12:29,F4,1.247
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,12:29,F5,1.157
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,12:29,F6,0.443
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,12:29,F7,0.474
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,12:29,F8,0.499
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,12:29,F9,0.459
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,12:29,H4,1.309
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,12:29,H5,1.342
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,12:29,H6,1.226
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,12:29,H7,1.24
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,12:29,H8,1.369
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,12:29,H9,1.372
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,12:59,C4,0.269
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,12:59,C5,0.224
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,12:59,C6,0.095
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,12:59,C7,0.1
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,12:59,C8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,12:59,C9,0.099
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,12:59,D4,0.619
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,12:59,D5,0.592
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,12:59,D6,0.104
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,12:59,D7,0.108
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,12:59,D8,0.104
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,12:59,D9,0.108
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,12:59,E4,1.019
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,12:59,E5,0.978
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,12:59,E6,0.195
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,12:59,E7,0.15
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,12:59,E8,0.142
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,12:59,E9,0.141
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,12:59,F4,1.264
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,12:59,F5,1.203
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,12:59,F6,0.573
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,12:59,F7,0.498
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,12:59,F8,0.477
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,12:59,F9,0.486
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,12:59,H4,1.353
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,12:59,H5,1.316
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,12:59,H6,1.233
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,12:59,H7,1.267
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,12:59,H8,1.417
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,12:59,H9,1.401
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,12:59,C4,0.33
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,12:59,C5,0.251
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,12:59,C6,0.097
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,12:59,C7,0.097
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,12:59,C8,0.097
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,12:59,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,12:59,D4,0.656
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,12:59,D5,0.587
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,12:59,D6,0.103
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,12:59,D7,0.103
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,12:59,D8,0.109
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,12:59,D9,0.107
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,12:59,E4,1.087
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,12:59,E5,0.961
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,12:59,E6,0.145
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,12:59,E7,0.138
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,12:59,E8,0.152
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,12:59,E9,0.14
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,12:59,F4,1.253
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,12:59,F5,1.17
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,12:59,F6,0.48
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,12:59,F7,0.516
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,12:59,F8,0.539
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,12:59,F9,0.488
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,12:59,H4,1.308
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,12:59,H5,1.344
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,12:59,H6,1.229
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,12:59,H7,1.242
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,12:59,H8,1.373
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,12:59,H9,1.377
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,13:29,C4,0.292
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,13:29,C5,0.24
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,13:29,C6,0.095
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,13:29,C7,0.1
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,13:29,C8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,13:29,C9,0.099
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,13:29,D4,0.648
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,13:29,D5,0.619
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,13:29,D6,0.104
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,13:29,D7,0.108
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,13:29,D8,0.105
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,13:29,D9,0.108
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,13:29,E4,1.05
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,13:29,E5,1.004
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,13:29,E6,0.218
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,13:29,E7,0.156
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,13:29,E8,0.147
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,13:29,E9,0.146
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,13:29,F4,1.269
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,13:29,F5,1.213
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,13:29,F6,0.627
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,13:29,F7,0.532
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,13:29,F8,0.501
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,13:29,F9,0.508
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,13:29,H4,1.353
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,13:29,H5,1.317
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,13:29,H6,1.234
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,13:29,H7,1.269
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,13:29,H8,1.419
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,13:29,H9,1.404
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,13:29,C4,0.353
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,13:29,C5,0.269
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,13:29,C6,0.097
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,13:29,C7,0.097
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,13:29,C8,0.097
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,13:29,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,13:29,D4,0.7
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,13:29,D5,0.616
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,13:29,D6,0.104
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,13:29,D7,0.104
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,13:29,D8,0.11
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,13:29,D9,0.108
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,13:29,E4,1.121
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,13:29,E5,0.997
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,13:29,E6,0.15
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,13:29,E7,0.143
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,13:29,E8,0.157
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,13:29,E9,0.144
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,13:29,F4,1.259
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,13:29,F5,1.177
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,13:29,F6,0.527
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,13:29,F7,0.557
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,13:29,F8,0.582
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,13:29,F9,0.527
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,13:29,H4,1.305
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,13:29,H5,1.344
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,13:29,H6,1.228
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,13:29,H7,1.242
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,13:29,H8,1.372
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,13:29,H9,1.377
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,13:59,C4,0.315
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,13:59,C5,0.26
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,13:59,C6,0.095
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,13:59,C7,0.1
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,13:59,C8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,13:59,C9,0.1
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,13:59,D4,0.679
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,13:59,D5,0.647
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,13:59,D6,0.105
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,13:59,D7,0.109
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,13:59,D8,0.105
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,13:59,D9,0.109
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,13:59,E4,1.08
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,13:59,E5,1.028
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,13:59,E6,0.245
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,13:59,E7,0.161
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,13:59,E8,0.15
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,13:59,E9,0.15
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,13:59,F4,1.273
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,13:59,F5,1.223
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,13:59,F6,0.68
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,13:59,F7,0.577
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,13:59,F8,0.534
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,13:59,F9,0.542
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,13:59,H4,1.35
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,13:59,H5,1.316
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,13:59,H6,1.232
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,13:59,H7,1.272
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,13:59,H8,1.422
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,13:59,H9,1.407
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,13:59,C4,0.378
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,13:59,C5,0.291
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,9/13/2022,13:59,C6,0.097
BW25113,ΔacrAB,JOE6975,625 ng/mL,9/13/2022,13:59,C7,0.097
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,9/13/2022,13:59,C8,0.097
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,9/13/2022,13:59,C9,0.098
BW25113,wt,JOE6970,313 ng/mL,9/13/2022,13:59,D4,0.744
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,9/13/2022,13:59,D5,0.645
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,9/13/2022,13:59,D6,0.105
BW25113,ΔacrAB,JOE6975,313 ng/mL,9/13/2022,13:59,D7,0.104
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,9/13/2022,13:59,D8,0.111
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,9/13/2022,13:59,D9,0.108
BW25113,wt,JOE6970,156 ng/mL,9/13/2022,13:59,E4,1.145
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,9/13/2022,13:59,E5,1.033
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,9/13/2022,13:59,E6,0.155
BW25113,ΔacrAB,JOE6975,156 ng/mL,9/13/2022,13:59,E7,0.148
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,9/13/2022,13:59,E8,0.163
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,9/13/2022,13:59,E9,0.148
BW25113,wt,JOE6970,78 ng/mL,9/13/2022,13:59,F4,1.265
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,9/13/2022,13:59,F5,1.183
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,9/13/2022,13:59,F6,0.577
BW25113,ΔacrAB,JOE6975,78 ng/mL,9/13/2022,13:59,F7,0.605
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,9/13/2022,13:59,F8,0.628
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,9/13/2022,13:59,F9,0.568
BW25113,wt,JOE6970,0 ng/mL,9/13/2022,13:59,H4,1.305
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,9/13/2022,13:59,H5,1.341
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,9/13/2022,13:59,H6,1.23
BW25113,ΔacrAB,JOE6975,0 ng/mL,9/13/2022,13:59,H7,1.246
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,9/13/2022,13:59,H8,1.373
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,9/13/2022,13:59,H9,1.379
BW25113,wt,JOE6970,625 ng/mL,7/25/2022,14:29,C4,0.34
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,7/25/2022,14:29,C5,0.28
BW25113,ΔacrAB::kan,JOE6974,625 ng/mL,7/25/2022,14:29,C6,0.095
BW25113,ΔacrAB,JOE6975,625 ng/mL,7/25/2022,14:29,C7,0.1
BW25113,ΔacrAB ΔmdtK,JOE7051,625 ng/mL,7/25/2022,14:29,C8,0.099
BW25113,ΔacrAB ΔmdtK,JOE7052,625 ng/mL,7/25/2022,14:29,C9,0.1
BW25113,wt,JOE6970,313 ng/mL,7/25/2022,14:29,D4,0.709
BW25113,ΔmdtK::kan,JOE6971,313 ng/mL,7/25/2022,14:29,D5,0.674
BW25113,ΔacrAB::kan,JOE6974,313 ng/mL,7/25/2022,14:29,D6,0.105
BW25113,ΔacrAB,JOE6975,313 ng/mL,7/25/2022,14:29,D7,0.11
BW25113,ΔacrAB ΔmdtK,JOE7051,313 ng/mL,7/25/2022,14:29,D8,0.106
BW25113,ΔacrAB ΔmdtK,JOE7052,313 ng/mL,7/25/2022,14:29,D9,0.109
BW25113,wt,JOE6970,156 ng/mL,7/25/2022,14:29,E4,1.108
BW25113,ΔmdtK::kan,JOE6971,156 ng/mL,7/25/2022,14:29,E5,1.056
BW25113,ΔacrAB::kan,JOE6974,156 ng/mL,7/25/2022,14:29,E6,0.277
BW25113,ΔacrAB,JOE6975,156 ng/mL,7/25/2022,14:29,E7,0.167
BW25113,ΔacrAB ΔmdtK,JOE7051,156 ng/mL,7/25/2022,14:29,E8,0.156
BW25113,ΔacrAB ΔmdtK,JOE7052,156 ng/mL,7/25/2022,14:29,E9,0.155
BW25113,wt,JOE6970,78 ng/mL,7/25/2022,14:29,F4,1.277
BW25113,ΔmdtK::kan,JOE6971,78 ng/mL,7/25/2022,14:29,F5,1.229
BW25113,ΔacrAB::kan,JOE6974,78 ng/mL,7/25/2022,14:29,F6,0.732
BW25113,ΔacrAB,JOE6975,78 ng/mL,7/25/2022,14:29,F7,0.624
BW25113,ΔacrAB ΔmdtK,JOE7051,78 ng/mL,7/25/2022,14:29,F8,0.576
BW25113,ΔacrAB ΔmdtK,JOE7052,78 ng/mL,7/25/2022,14:29,F9,0.585
BW25113,wt,JOE6970,0 ng/mL,7/25/2022,14:29,H4,1.35
BW25113,ΔmdtK::kan,JOE6971,0 ng/mL,7/25/2022,14:29,H5,1.312
BW25113,ΔacrAB::kan,JOE6974,0 ng/mL,7/25/2022,14:29,H6,1.227
BW25113,ΔacrAB,JOE6975,0 ng/mL,7/25/2022,14:29,H7,1.269
BW25113,ΔacrAB ΔmdtK,JOE7051,0 ng/mL,7/25/2022,14:29,H8,1.424
BW25113,ΔacrAB ΔmdtK,JOE7052,0 ng/mL,7/25/2022,14:29,H9,1.409
BW25113,wt,JOE6970,625 ng/mL,9/13/2022,14:29,C4,0.399
BW25113,ΔmdtK::kan,JOE6971,625 ng/mL,9/13/2022,14:29,C5,0.31
