Strain,Mutations,Number/ID,Tet Conc.,Date Recorded,Time,Well Number,Well Reading
BL21,wt,JOE2354,156 ng/mL,9/13/2022,1:59,E2,0.101
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,1:59,E3,0.095
BL21,wt,JOE2354,78 ng/mL,9/13/2022,1:59,F2,0.1
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,1:59,F3,0.096
BL21,wt,JOE2354,0 ng/mL,9/13/2022,1:59,H2,0.112
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,1:59,H3,0.097
BL21,wt,JOE2354,156 ng/mL,7/25/2022,2:29,E2,0.099
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,2:29,E3,0.098
BL21,wt,JOE2354,78 ng/mL,7/25/2022,2:29,F2,0.102
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,2:29,F3,0.1
BL21,wt,JOE2354,0 ng/mL,7/25/2022,2:29,H2,0.133
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,2:29,H3,0.112
BL21,wt,JOE2354,156 ng/mL,9/13/2022,2:29,E2,0.102
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,2:29,E3,0.095
BL21,wt,JOE2354,78 ng/mL,9/13/2022,2:29,F2,0.103
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,2:29,F3,0.097
BL21,wt,JOE2354,0 ng/mL,9/13/2022,2:29,H2,0.126
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,2:29,H3,0.098
BL21,wt,JOE2354,156 ng/mL,7/25/2022,2:59,E2,0.1
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,2:59,E3,0.098
BL21,wt,JOE2354,78 ng/mL,7/25/2022,2:59,F2,0.106
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,2:59,F3,0.102
BL21,wt,JOE2354,0 ng/mL,7/25/2022,2:59,H2,0.163
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,2:59,H3,0.124
BL21,wt,JOE2354,156 ng/mL,9/13/2022,2:59,E2,0.103
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,2:59,E3,0.096
BL21,wt,JOE2354,78 ng/mL,9/13/2022,2:59,F2,0.106
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,2:59,F3,0.097
BL21,wt,JOE2354,0 ng/mL,9/13/2022,2:59,H2,0.151
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,2:59,H3,0.101
BL21,wt,JOE2354,156 ng/mL,7/25/2022,3:29,E2,0.101
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,3:29,E3,0.104
BL21,wt,JOE2354,78 ng/mL,7/25/2022,3:29,F2,0.111
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,3:29,F3,0.102
BL21,wt,JOE2354,0 ng/mL,7/25/2022,3:29,H2,0.216
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,3:29,H3,0.146
BL21,wt,JOE2354,156 ng/mL,9/13/2022,3:29,E2,0.105
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,3:29,E3,0.096
BL21,wt,JOE2354,78 ng/mL,9/13/2022,3:29,F2,0.111
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,3:29,F3,0.098
BL21,wt,JOE2354,0 ng/mL,9/13/2022,3:29,H2,0.194
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,3:29,H3,0.107
BL21,wt,JOE2354,156 ng/mL,7/25/2022,3:59,E2,0.103
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,3:59,E3,0.106
BL21,wt,JOE2354,78 ng/mL,7/25/2022,3:59,F2,0.117
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,3:59,F3,0.103
BL21,wt,JOE2354,0 ng/mL,7/25/2022,3:59,H2,0.295
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,3:59,H3,0.18
BL21,wt,JOE2354,156 ng/mL,9/13/2022,3:59,E2,0.106
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,3:59,E3,0.096
BL21,wt,JOE2354,78 ng/mL,9/13/2022,3:59,F2,0.117
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,3:59,F3,0.098
BL21,wt,JOE2354,0 ng/mL,9/13/2022,3:59,H2,0.254
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,3:59,H3,0.116
BL21,wt,JOE2354,156 ng/mL,7/25/2022,4:29,E2,0.105
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,4:29,E3,0.098
BL21,wt,JOE2354,78 ng/mL,7/25/2022,4:29,F2,0.126
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,4:29,F3,0.105
BL21,wt,JOE2354,0 ng/mL,7/25/2022,4:29,H2,0.384
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,4:29,H3,0.23
BL21,wt,JOE2354,156 ng/mL,9/13/2022,4:29,E2,0.108
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,4:29,E3,0.096
BL21,wt,JOE2354,78 ng/mL,9/13/2022,4:29,F2,0.126
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,4:29,F3,0.098
BL21,wt,JOE2354,0 ng/mL,9/13/2022,4:29,H2,0.317
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,4:29,H3,0.13
BL21,wt,JOE2354,156 ng/mL,7/25/2022,4:59,E2,0.106
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,4:59,E3,0.099
BL21,wt,JOE2354,78 ng/mL,7/25/2022,4:59,F2,0.137
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,4:59,F3,0.106
BL21,wt,JOE2354,0 ng/mL,7/25/2022,4:59,H2,0.512
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,4:59,H3,0.284
BL21,wt,JOE2354,156 ng/mL,9/13/2022,4:59,E2,0.11
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,4:59,E3,0.096
BL21,wt,JOE2354,78 ng/mL,9/13/2022,4:59,F2,0.138
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,4:59,F3,0.099
BL21,wt,JOE2354,0 ng/mL,9/13/2022,4:59,H2,0.426
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,4:59,H3,0.151
BL21,wt,JOE2354,156 ng/mL,7/25/2022,5:29,E2,0.109
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,5:29,E3,0.099
BL21,wt,JOE2354,78 ng/mL,7/25/2022,5:29,F2,0.153
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,5:29,F3,0.107
BL21,wt,JOE2354,0 ng/mL,7/25/2022,5:29,H2,0.598
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,5:29,H3,0.326
BL21,wt,JOE2354,156 ng/mL,9/13/2022,5:29,E2,0.113
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,5:29,E3,0.096
BL21,wt,JOE2354,78 ng/mL,9/13/2022,5:29,F2,0.155
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,5:29,F3,0.099
BL21,wt,JOE2354,0 ng/mL,9/13/2022,5:29,H2,0.538
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,5:29,H3,0.177
BL21,wt,JOE2354,156 ng/mL,7/25/2022,5:59,E2,0.112
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,5:59,E3,0.101
BL21,wt,JOE2354,78 ng/mL,7/25/2022,5:59,F2,0.175
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,5:59,F3,0.109
BL21,wt,JOE2354,0 ng/mL,7/25/2022,5:59,H2,0.701
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,5:59,H3,0.383
BL21,wt,JOE2354,156 ng/mL,9/13/2022,5:59,E2,0.116
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,5:59,E3,0.096
BL21,wt,JOE2354,78 ng/mL,9/13/2022,5:59,F2,0.178
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,5:59,F3,0.1
BL21,wt,JOE2354,0 ng/mL,9/13/2022,5:59,H2,0.635
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,5:59,H3,0.211
BL21,wt,JOE2354,156 ng/mL,7/25/2022,6:29,E2,0.115
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,6:29,E3,0.1
BL21,wt,JOE2354,78 ng/mL,7/25/2022,6:29,F2,0.204
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,6:29,F3,0.111
BL21,wt,JOE2354,0 ng/mL,7/25/2022,6:29,H2,0.838
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,6:29,H3,0.453
BL21,wt,JOE2354,156 ng/mL,9/13/2022,6:29,E2,0.119
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,6:29,E3,0.096
BL21,wt,JOE2354,78 ng/mL,9/13/2022,6:29,F2,0.208
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,6:29,F3,0.101
BL21,wt,JOE2354,0 ng/mL,9/13/2022,6:29,H2,0.774
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,6:29,H3,0.25
BL21,wt,JOE2354,156 ng/mL,7/25/2022,6:59,E2,0.118
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,6:59,E3,0.101
BL21,wt,JOE2354,78 ng/mL,7/25/2022,6:59,F2,0.24
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,6:59,F3,0.114
BL21,wt,JOE2354,0 ng/mL,7/25/2022,6:59,H2,0.915
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,6:59,H3,0.523
BL21,wt,JOE2354,156 ng/mL,9/13/2022,6:59,E2,0.124
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,6:59,E3,0.097
BL21,wt,JOE2354,78 ng/mL,9/13/2022,6:59,F2,0.245
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,6:59,F3,0.102
BL21,wt,JOE2354,0 ng/mL,9/13/2022,6:59,H2,0.87
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,6:59,H3,0.312
BL21,wt,JOE2354,156 ng/mL,7/25/2022,7:29,E2,0.121
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,7:29,E3,0.101
BL21,wt,JOE2354,78 ng/mL,7/25/2022,7:29,F2,0.281
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,7:29,F3,0.116
BL21,wt,JOE2354,0 ng/mL,7/25/2022,7:29,H2,0.964
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,7:29,H3,0.596
BL21,wt,JOE2354,156 ng/mL,9/13/2022,7:29,E2,0.13
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,7:29,E3,0.097
BL21,wt,JOE2354,78 ng/mL,9/13/2022,7:29,F2,0.283
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,7:29,F3,0.104
BL21,wt,JOE2354,0 ng/mL,9/13/2022,7:29,H2,0.924
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,7:29,H3,0.394
BL21,wt,JOE2354,156 ng/mL,7/25/2022,7:59,E2,0.127
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,7:59,E3,0.102
BL21,wt,JOE2354,78 ng/mL,7/25/2022,7:59,F2,0.324
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,7:59,F3,0.12
BL21,wt,JOE2354,0 ng/mL,7/25/2022,7:59,H2,1.006
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,7:59,H3,0.685
BL21,wt,JOE2354,156 ng/mL,9/13/2022,7:59,E2,0.137
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,7:59,E3,0.097
BL21,wt,JOE2354,78 ng/mL,9/13/2022,7:59,F2,0.338
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,7:59,F3,0.105
BL21,wt,JOE2354,0 ng/mL,9/13/2022,7:59,H2,0.96
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,7:59,H3,0.481
BL21,wt,JOE2354,156 ng/mL,7/25/2022,8:29,E2,0.132
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,8:29,E3,0.102
BL21,wt,JOE2354,78 ng/mL,7/25/2022,8:29,F2,0.382
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,8:29,F3,0.123
BL21,wt,JOE2354,0 ng/mL,7/25/2022,8:29,H2,1.055
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,8:29,H3,0.794
BL21,wt,JOE2354,156 ng/mL,9/13/2022,8:29,E2,0.145
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,8:29,E3,0.097
BL21,wt,JOE2354,78 ng/mL,9/13/2022,8:29,F2,0.412
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,8:29,F3,0.107
BL21,wt,JOE2354,0 ng/mL,9/13/2022,8:29,H2,1.01
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,8:29,H3,0.57
BL21,wt,JOE2354,156 ng/mL,7/25/2022,8:59,E2,0.138
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,8:59,E3,0.103
BL21,wt,JOE2354,78 ng/mL,7/25/2022,8:59,F2,0.457
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,8:59,F3,0.128
BL21,wt,JOE2354,0 ng/mL,7/25/2022,8:59,H2,1.087
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,8:59,H3,0.85
BL21,wt,JOE2354,156 ng/mL,9/13/2022,8:59,E2,0.155
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,8:59,E3,0.098
BL21,wt,JOE2354,78 ng/mL,9/13/2022,8:59,F2,0.496
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,8:59,F3,0.11
BL21,wt,JOE2354,0 ng/mL,9/13/2022,8:59,H2,1.037
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,8:59,H3,0.672
BL21,wt,JOE2354,156 ng/mL,7/25/2022,9:29,E2,0.146
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,9:29,E3,0.104
BL21,wt,JOE2354,78 ng/mL,7/25/2022,9:29,F2,0.523
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,9:29,F3,0.133
BL21,wt,JOE2354,0 ng/mL,7/25/2022,9:29,H2,1.113
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,9:29,H3,0.897
BL21,wt,JOE2354,156 ng/mL,9/13/2022,9:29,E2,0.168
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,9:29,E3,0.098
BL21,wt,JOE2354,78 ng/mL,9/13/2022,9:29,F2,0.555
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,9:29,F3,0.112
BL21,wt,JOE2354,0 ng/mL,9/13/2022,9:29,H2,1.067
BL21,Δ7 ,JOE6969,0 ng/mL,9/13/2022,9:29,H3,0.781
BL21,wt,JOE2354,156 ng/mL,7/25/2022,9:59,E2,0.155
BL21,Δ7 ,JOE6969,156 ng/mL,7/25/2022,9:59,E3,0.105
BL21,wt,JOE2354,78 ng/mL,7/25/2022,9:59,F2,0.577
BL21,Δ7 ,JOE6969,78 ng/mL,7/25/2022,9:59,F3,0.14
BL21,wt,JOE2354,0 ng/mL,7/25/2022,9:59,H2,1.135
BL21,Δ7 ,JOE6969,0 ng/mL,7/25/2022,9:59,H3,0.929
BL21,wt,JOE2354,156 ng/mL,9/13/2022,9:59,E2,0.184
BL21,Δ7 ,JOE6969,156 ng/mL,9/13/2022,9:59,E3,0.098
BL21,wt,JOE2354,78 ng/mL,9/13/2022,9:59,F2,0.622
BL21,Δ7 ,JOE6969,78 ng/mL,9/13/2022,9:59,F3,0.116
